total nodes,number tweets,number retweet,number replies,depth,freq,vrf,leader ,normal,total sentiment,co,centralty,diam,ecc,num sh path,num clique,num idp,max out,empty,engage max,num normal max,num leader max,lc,t freq,r freq,tpfr,t max,snt first,snt deep,snt ratio,score comm,local,snt sh path,wight clique,snt idp,real
15,15,0,0,1,3567.75,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,15,0,0,0,0.0,3344.761719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
21,8,13,0,2,5.15,13,4,9,0.0,0.0,0.0,0,0.0,0,0,11,5,11,7,4,108.1344444,4.394255051,4.84375,2.295854701,92.74861111,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
133,133,0,0,1,0.52,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,133,0,0,0,0.0,0.513845357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
658,151,437,70,4,122.83,437,156,281,-8.9368,0.88,0.49,4,2.985714286,4,15,2,96,115,99,43,44.0,79619.44583,122.6426846,84.38128857,11.65313609,73748.32167,-0.1821,-1.3446,0.428571429,21.5976,6,0.0097,-5.0015,-0.1405,1
1479,1047,373,59,5,43.35,373,142,231,7.1646,0.82,-0.3,4,3.186440678,4,17,3,102,928,104,62,36.0,60267.44889,43.32541723,40.7202119,11.65107639,25520.08556,0.052045378,0.4352,0.322033898,20.4357,10,0.1921,2.77721871,-0.2088,1
1680,469,976,235,5,0.73,976,259,717,15.2732,0.89,0.0,4,2.821276596,4,41,3,145,401,677,369,147.0,1072.169444,0.726721528,0.637794963,17.00893216,3.866944444,0.226379412,3.2202,0.229787234,53.1001,27,0.0035,6.875655798,0.0,0
18,18,0,0,1,224.3,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,18,0,0,0,0.0,212.494269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
24,15,8,1,2,47.75,8,2,6,0.3182,0.0,0.0,0,0.0,0,1,1,5,12,5,4,1.0,976.255,45.83556667,39.05003333,7.626203704,0.0,0.106066667,0.0,0.0,0.0,0,0.3182,0.3182,0.3182,0
179,103,44,32,3,6.27,44,19,25,-2.123,0.84,0.36,4,3.25,4,9,3,29,90,31,9,6.0,710.715,6.239646605,3.938325617,3.735015221,432.3783333,-0.163307692,-1.6171,0.40625,9.1897,4,-0.5245,-0.635783871,-0.8774,0
98,93,2,3,2,150.37,2,0,2,1.7047,0.0,0.0,1,1.0,1,1,1,1,88,1,1,0.0,3.974166667,148.8468939,0.014158249,1.426944444,0.0,0.34094,0.0,0.0,0.0,2,1.1188,1.7047,0.5859,0
1384,1010,249,125,5,12.77,249,104,145,4.6816,0.93,-0.32,4,2.584,4,16,3,55,926,55,26,20.0,16154.54278,12.75947433,11.58206458,13.59592646,802.8641667,0.04599881,-0.2702,0.184,17.8519,11,0.0856,0.99748996,-0.133,0
17,2,14,1,2,1.5,14,4,10,-0.4215,0.0,0.0,0,0.0,0,1,1,9,0,9,5,3.0,22.71805556,1.217978395,1.260509259,0.841481481,21.92361111,-0.21075,0.0,1.0,0.0,0,-0.4215,-0.4215,-0.4215,0
11,6,5,0,2,3111.22,5,0,5,0.0,0.0,0.0,0,0.0,0,0,3,4,3,3,0,34223.41083,2851.926181,2781.667569,0.133833333,34223.11417,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
57,13,36,8,3,1.72,36,8,28,1.2326,0.0,0.0,3,2.5,3,3,2,43,12,44,28,8.0,26.33,1.68545977,0.453874521,1.33897096,0.0,0.6638,1.2326,0.375,0.0,2,0.6845,0.6087,0.2728,1
783,451,163,169,5,24.07,163,74,89,15.7436,0.87,-0.3,4,2.899408284,4,30,3,65,394,69,27,19.0,18839.88389,24.0301148,24.03037805,6.423680556,17.81944444,0.183721053,0.7016,0.24852071,34.1592,17,-0.0543,6.141253716,-0.0994,0
240,156,61,23,5,26.18,61,21,40,0.4178,0.89,-0.66,4,3.0,4,6,3,11,132,13,5,4.0,5796.385,26.0739154,24.05088174,8.123354167,25.12138889,-0.0301875,0.0,0.260869565,5.8867,1,0.0959,0.743352174,0.3357,0
3618,1465,1550,603,5,13.52,1550,629,921,-2.4882,0.86,0.61,4,2.963515755,4,93,4,204,1191,223,54,44.0,48091.18806,13.52014952,13.28820177,9.001663149,27179.60111,-0.018037591,-3.0536,0.351575456,135.8346,100,0.0504,0.332831834,-0.0833,1
4,3,1,0,2,322.73,1,1,0,0.0,0.0,0.0,0,0.0,0,0,1,2,1,0,1,0.219722222,258.1878333,0.0,0.219722222,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
16,11,5,0,2,4241.35,5,3,2,0.0,0.0,0.0,0,0.0,0,0,5,10,5,2,3,34503.74139,3991.854346,0.012205882,0.102277778,34503.50861,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
4,4,0,0,1,45.55,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,4,0,0,0,0.0,36.4365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
8,5,0,3,4,733.44,0,0,0,-1.5449,0.0,0.0,0,0.0,2,2,1,4,3,0,0,0.0,651.9453086,0.0,0.0,17.29027778,-0.693,-1.5449,0.666666667,0.0,0.0,0,-1.029933333,-0.693,-0.693,0
309,181,110,18,3,18.79,110,36,74,1.5431,0.86,0.0,4,2.722222222,4,6,3,17,140,17,7,10.0,163.6563889,18.73026613,0.527812724,4.382409722,5.278888889,0.011595122,0.0937,0.222222222,3.9574,2,-0.2593,0.655195833,0.0102,0
101,64,30,7,3,562.85,30,13,17,-1.6221,0.0,0.0,0,0.0,4,3,11,52,14,6,6,56824.905,557.3327342,516.9563154,8.667563492,37262.01083,-0.209891667,0.4027,0.571428571,0.0,0.0,0,-1.260672727,-0.3596,-0.3596,0
77,55,18,4,3,1042.91,18,5,13,-2.2879,0.0,0.0,0,0.0,2,2,11,47,12,7,3,80304.00778,1029.529124,724.3327386,44.06993386,40875.96389,-0.1903625,-1.5449,0.75,0.0,0.0,0,-1.715925,-0.743,-0.7799,1
1,1,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
3015,1111,995,909,5,1.71,995,405,590,95.2792,0.87,-0.08,4,3.0110011,4,120,3,274,913,609,115,54.0,5106.741667,1.710040709,1.693210102,3.390578741,0.0,0.417425253,49.5483,0.256325633,227.1394,116,0.0146,34.01191515,0.5406,0
1,1,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1730,303,1065,362,5,5.52,1065,352,713,20.6106,0.87,-0.05,4,2.939226519,4,51,3,203,229,213,71,32.0,9552.626667,5.249071507,5.518542108,154.6820977,1631.141389,0.312494595,0.4239,0.29281768,83.1656,56,-0.0089,3.212784513,-0.784,0
1,1,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
89,49,17,23,5,91.57,17,6,11,-2.0957,0.81,-0.59,4,3.086956522,4,9,3,29,44,32,7,3.0,8150.123056,90.49031173,90.5568179,0.738666667,0.0,-0.65986,-1.9677,0.434782609,7.1086,4,-0.2427,-0.726756338,-0.7774,1
3043,1781,1130,132,5,17.23,1130,411,719,20.7565,0.87,0.0,4,2.96969697,4,23,3,97,1520,97,58,34.0,52156.57556,17.22418063,17.10987389,26.90447148,32426.67667,0.052455556,1.1522,0.204545455,24.0487,8,-0.0618,10.21214876,0.2349,1
115,30,78,7,2,149.84,78,32,46,-1.4051,0.0,0.0,4,3.142857143,4,4,3,73,23,73,40,28.0,2326.233889,148.551614,20.04810105,0.54427451,390.7277778,-0.200728571,0.0,0.428571429,0.0,1,-1.4567,-0.342816667,-0.3066,1
28,9,4,15,5,3127.19,4,2,2,0.9442,0.84,0.5,4,2.8,4,7,3,2,5,2,0,2.0,87376.21444,3012.685489,1839.706743,2.11375,34024.71056,0.264525,1.6877,0.266666667,4.2062,1,0.1381,1.020776744,-0.5113,1
258,187,52,19,5,49.22,52,17,35,3.3753,0.88,0.49,0,0.0,4,3,18,161,18,10,5,12473.1625,49.03259438,48.15348563,2.282189055,8588.286944,0.094526923,2.3785,0.105263158,0.0,0.0,0,2.219824324,0.2047,0.0135,0
1434,828,506,100,5,4.81,506,206,300,-1.5735,0.85,0.0,4,3.08,4,17,3,89,724,89,44,44.0,5955.130833,4.809512969,4.149906117,21.58246627,6.524166667,-0.0390875,-0.8686,0.4,22.8606,16,-0.1324,-0.779704659,-0.2742,0
43,22,12,9,5,885.28,12,2,10,2.0326,0.0,0.0,3,2.555555556,3,3,2,3,19,14,10,1.0,38066.83556,826.9557386,534.6374558,88.55498538,36386.0525,0.060533333,0.7436,0.222222222,0.0,1,1.0293,0.723053846,0.4314,1
1012,580,369,63,5,24.37,369,153,216,0.7415,0.89,0.0,4,2.746031746,4,12,3,64,514,65,37,25.0,23906.22167,24.35066003,23.5977712,2.779719525,1681.348889,0.046965152,0.1834,0.301587302,16.1531,8,0.1876,-0.442897203,-0.3693,1
356,137,189,30,2,234.35,189,61,128,2.002,0.9,0.0,5,3.433333333,5,8,3,101,112,101,64,26.0,83429.98556,233.6422113,146.0257952,14.5568318,81128.27806,0.08008,0.0,0.166666667,4.6891,3,0.4027,0.347063855,0.0125,1
232,124,89,19,3,11.66,89,33,56,0.0447,0.92,0.0,4,3.105263158,4,5,3,37,106,37,21,10.0,2612.503056,11.6075453,11.11893658,13.18477778,35.62416667,-0.016305556,0.3382,0.210526316,3.3347,1,-0.4185,0.767446154,0.1441,0
11,11,0,0,1,855.38,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,11,0,0,0,0.0,784.0952315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1149,638,457,54,5,13.33,457,206,251,-1.9436,0.87,0.0,4,2.944444444,4,13,3,109,580,110,44,46.0,15313.1975,13.25980604,12.80591594,128.1718804,588.6913889,-0.031543103,-1.5756,0.407407407,15.4963,6,0.2341,-1.781826778,0.0216,1
452,120,312,20,3,0.48,312,98,214,-3.8428,0.87,0.0,3,2.45,3,4,2,61,85,61,39,18.0,88.96555556,0.480220751,0.196115403,4.304951874,34.34972222,-0.109251429,-0.8778,0.4,4.0728,3,-1.002,-1.518088889,-1.1037,0
20,16,3,1,2,135.68,3,1,2,0.0,0.0,0.0,0,0.0,0,1,1,3,14,3,1,1.0,13.16972222,129.2226323,0.624563492,0.76125,12.05583333,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
6,6,0,0,1,0.37,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,6,0,0,0,0.0,0.313769841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
10,10,0,0,1,92.08,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,10,0,0,0,0.0,83.70527778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1560,244,1109,207,5,3.02,1109,373,736,1.6909,0.87,-0.82,4,2.927536232,4,39,3,112,148,112,78,14.0,4445.955556,3.016534095,2.788092925,9.386981364,3004.702778,0.000923958,-1.4793,0.323671498,47.143,34,0.0753,1.190720048,0.7996,1
4122,1893,1925,304,5,4.84,1925,734,1191,-13.4719,0.87,0.32,4,2.871710526,4,43,3,127,1626,149,65,31.0,19782.82694,4.841568437,4.797828981,386.2351263,5770.253056,-0.059998876,0.088,0.388157895,65.695,47,0.057,-8.177759204,0.3201,0
1538,438,825,275,5,7.39,825,322,503,21.2566,0.85,0.0,4,2.981818182,4,44,3,106,312,109,52,35.0,3954.769444,3.054249332,2.56969587,8.679349511,13.40555556,0.140534127,-0.1,0.287272727,68.5778,46,0.0286,11.18053201,0.6793,0
278,208,68,2,2,83.75,68,41,27,0.0,0.0,0.0,1,1.0,1,1,1,7,179,7,6,1.0,23232.84528,83.28441258,82.81267622,1.849202381,2203.403611,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1
179,84,83,12,5,47.93,83,35,48,1.9086,0.88,0.0,3,2.25,3,4,2,51,73,51,36,15.0,461.4955556,47.65964815,2.563756173,5.944532967,285.3175,-0.013390909,1.0696,0.083333333,2.1788,2,0.8687,0.731747826,0.6597,0
2349,1562,682,105,5,24.46,682,287,395,2.08,0.86,-0.26,4,2.79047619,4,18,3,85,1409,100,48,36.0,57339.8275,24.45355638,24.39955154,7.956582973,2449.038333,0.003096078,0.9348,0.323809524,28.1891,17,-0.1731,-0.909054896,-0.0187,1
355,195,110,50,4,67.57,110,49,61,-2.0149,0.87,0.03,4,2.78,4,9,3,109,181,118,48,39.0,23488.65667,67.38158708,57.431946,53.46943537,3042.4675,-0.167878571,-0.9093,0.34,10.7725,8,-0.0624,-0.527680769,-0.6527,0
15,14,1,0,2,6.89,1,1,0,0.0,0.0,0.0,0,0.0,0,0,1,13,1,0,1,75.46555556,6.458072917,0.0,0.103888889,75.36166667,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
73,44,24,5,2,120.99,24,11,13,0.2037,0.0,0.0,0,0.0,3,3,27,41,27,13,10,8831.945556,71.5697485,119.0546134,960.7924702,3615.503889,0.0679,0.0,0.2,0.0,0.0,0,0.260133333,-0.3386,0.0,0
43,22,20,1,2,3.94,20,14,6,0.34,0.0,0.0,0,0.0,0,1,1,13,17,13,2,11.0,90.06972222,3.851950758,1.803042929,0.754597222,19.08722222,0.068,0.0,0.0,0.0,0,0.34,0.34,0.34,0
340,241,53,46,5,16.22,53,21,32,-2.2437,0.84,0.0,4,3.065217391,4,11,2,13,214,16,7,3.0,4891.058056,16.16763604,14.30067286,6.935792298,48.18694444,-0.066888889,0.6653,0.47826087,13.6583,7,-0.0549,-1.362047305,-0.0542,0
739,110,417,212,5,20.03,417,139,278,-11.9104,0.86,0.0,4,3.183962264,4,43,4,186,81,244,76,32.0,14757.52583,20.00043881,19.94253003,19.23302916,0.0,-0.383213793,-10.1022,0.400943396,46.2488,36,-0.4635,-3.492607295,-0.4854,0
4,3,1,0,2,3635.54,1,1,0,0.0,0.0,0.0,0,0.0,0,0,1,2,1,0,1,1689.425556,2908.4315,0.0,0.03,1689.395556,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
3164,1711,1123,330,5,18.42,1123,469,654,22.2494,0.85,0.78,4,2.996969697,4,57,3,67,1366,67,35,26.0,56468.60528,18.41844146,17.84148561,13.47807784,9580.925278,0.059835942,1.8365,0.287878788,77.2053,47,-0.0973,9.761766749,-0.2597,1
1694,625,887,182,5,48.15,887,427,460,22.1865,0.86,0.0,4,3.06043956,4,37,3,109,462,110,59,37.0,81560.67056,48.07228269,39.35773287,11.87238441,80103.76333,0.110365031,0.7455,0.247252747,53.4579,22,-0.0261,10.13464753,-0.0604,1
698,385,265,48,5,16.4,265,114,151,0.6559,0.84,0.0,4,2.9375,4,15,2,51,323,51,26,20.0,9266.482222,16.37895327,13.25670998,8.891951659,2.968888889,0.001841935,-0.734,0.354166667,12.8282,8,-0.016,0.28211,0.4699,0
373,349,9,15,4,54.52,9,8,1,-1.2521,0.86,0.0,3,2.466666667,3,3,2,10,342,11,1,4.0,4919.203611,54.37847222,13.14710339,16.83853395,18.175,-0.2511,0.4575,0.4,3.578,3,-0.4805,-0.495665217,-0.2034,0
2,2,0,0,1,0.8,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,2,0,0,0,0.0,0.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
1385,95,675,615,5,1.17,675,252,423,-48.9325,0.87,0.0,4,2.970731707,4,84,3,345,84,799,300,187.0,1069.553333,0.773496072,0.770695246,18.08623136,11.85083333,-2.865890909,-27.2863,0.388617886,153.7706,78,-0.0466,-19.65563802,-0.2661,0
134,84,26,24,5,43.14,26,8,18,0.8161,0.93,-0.2,3,2.25,3,4,3,18,74,21,9,2.0,5062.349167,42.82077366,37.35322428,166.4981619,41.44583333,0.04296,-0.6833,0.208333333,3.0432,3,0.4975,0.080097826,0.3599,0
1,1,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
565,390,158,17,5,149.05,158,89,69,2.3495,0.8,0.0,4,3.294117647,4,6,3,8,301,8,2,6.0,84213.95056,148.6238697,134.2867712,17.74240686,72694.19083,0.022433708,-0.592,0.294117647,5.479,1,-0.0907,0.67141875,-0.0315,1
3,2,1,0,2,1074.32,1,0,1,0.0,0.0,0.0,0,0.0,0,0,1,1,1,1,0,0.045555556,805.741875,0.0,0.045555556,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
244,158,34,52,5,80.7,34,14,20,3.9936,0.88,0.0,4,2.596153846,4,11,3,19,137,20,6,4.0,19686.36722,80.36188095,80.27611111,0.4671875,13605.28722,0.10087619,2.0935,0.269230769,11.4168,11,0.1268,1.057936822,0.3069,0
1587,796,557,234,4,6.9,557,205,352,-6.4588,0.89,-0.73,4,2.88034188,4,40,3,176,646,183,67,32.0,10943.28278,6.891222012,6.834951721,11.44037338,3998.752778,-0.042657333,-0.2992,0.303418803,50.1634,29,-0.0312,-0.847207892,0.7491,0
491,285,185,21,2,170.87,185,103,82,1.5668,0.85,0.22,4,3.19047619,4,4,3,35,260,35,10,23.0,80816.87306,170.5229121,152.1733311,5.719323085,73703.82472,0.062672,0.0,0.238095238,5.2478,2,-0.4162,1.322396875,-0.0354,1
46,36,9,1,2,40.5,9,4,5,0.4753,0.0,0.0,0,0.0,0,1,1,4,32,4,3,1.0,940.9113889,39.63465721,19.98085697,3.215027778,21.20388889,0.118825,0.4753,0.0,0.0,0,0.4753,0.4753,0.4753,0
1849,1244,434,171,5,14.45,434,196,238,-12.0641,0.89,-0.53,4,2.777777778,4,29,3,73,1144,75,34,18.0,23982.78194,14.43929009,12.96359279,3.327266132,0.655833333,-0.07822,0.8849,0.385964912,36.6426,19,-0.0948,-5.599672154,-0.0117,1
1,1,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
808,684,89,35,5,39.25,89,51,38,2.7293,0.84,-0.56,4,3.171428571,4,10,3,28,641,28,10,14.0,23358.64444,39.20175903,14.64330827,4.031703704,17611.35778,0.071104651,-0.5999,0.314285714,12.4457,5,-0.0206,1.13270991,-0.7402,0
3,2,1,0,2,6.7,1,0,1,0.0,0.0,0.0,0,0.0,0,0,1,1,1,1,0,0.008333333,5.025833333,0.0,0.008333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
19,13,6,0,2,4150.24,6,3,3,0.0,0.0,0.0,0,0.0,0,0,3,11,3,2,1,78854.47056,3942.568431,1538.132667,5.969768519,48091.79028,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
2787,657,1852,278,5,3.34,1852,632,1220,63.7346,0.88,0.36,4,3.014388489,4,41,3,144,474,177,82,33.0,9304.803333,3.320737984,3.337071577,32.2798694,9139.604167,0.302906011,5.6083,0.14028777,56.117,19,0.0351,29.35399221,0.2576,0
170,57,68,45,5,5.0,68,29,39,-3.6561,0.84,0.0,4,3.0,4,13,3,89,52,91,35,21.0,140.1963889,4.965854451,0.682740416,3.449625496,23.43666667,-0.58822,0.2012,0.444444444,12.6091,8,-0.1561,-1.541180899,-0.0107,0
